Benchmark,MISRA # Unnecessary Constructs,MISRA # Lexical convention,MISRA # Basic concepts,MISRA # standard conversions,MISRA # expressions,MISRA # Statements,MISRA # Declaration,MISRA # Declarators,MISRA # Classes,MISRA # Exceptions,MISRA # Preprocessor,MISRA # Library,Project Afferent Coupling,Project Efferent Coupling,Types too big,types too many methods,types too many fields,Methods Too Big/complex,Method too many parameters,method too many local vars,methods too many overloads,methods poorly commented,types poor cohesion,Boolean rules,String rules,Type Rules,IO Rules
bloaty (C++),68,7,0,3,247,60,0,3,682,0,1,10,0,47,0,4,2,14,1,2,0,14,3,0,0,2,0
