Checkpoint Name,Created On,Files,Lines,Statements,% Branches,% Comments,Class Defs,Methods/Class,Avg Stmts/Method,Max Complexity,Max Depth,Avg Depth,Avg Complexity,Functions
Baseline,27-Aug-20,13,"9602","5470",25.9,16,84,6.09,5.5,56,9,1.98,3.27,221
