Benchmark,# Lines of Code,# Lines of Code (JustMyCode),# Lines of Code (NotMyCode),# Source Files,# Lines of Comments,# Projects,# Namespaces,# Types,# Classes,# Abstract Classes,# Interfaces,# Structures,# Methods,# Abstract Methods,# Concrete Methods,# Fields,Max # Lines of Code for Methods (JustMyCode),Average # Lines of Code for Methods,Average # Lines of Code for Methods with at least 3 Lines of Code,Max # Lines of Code for Types (JustMyCode),Average # Lines of Code for Types,Max Cyclomatic Complexity for Methods,Max Cyclomatic Complexity for Types,Average Cyclomatic Complexity for Methods,Average Cyclomatic Complexity for Types,Max Nesting Depth for Methods,Average Nesting Depth for Methods,Max # of Methods for Types,Average # Methods for Types,Max # of Methods for Interfaces,# Third-Party Projects Used,# Third-Party Namespaces Used,# Third-Party Types Used,# Third-Party Methods Used,# Third-Party Fields Used,# Rules,# Rules Violated,# Rules Violations,# Critical Rules,# Critical Rules Violated,# Critical Rules Violations
zlib (C),3380.00,3380.00,0.00,69.00,2271.00,1.00,1.00,71.00,12.00,0.00,0.00,51.00,305.00,0.00,305.00,873.00,88.00,13.52,17.09,117.00,24.00,35.00,77.00,4.96,19.89,8.00,1.41,17.00,2.13,0.00,2.00,3.00,8.00,81.00,18.00,361.00,73.00,5370.00,3.00,2.00,25.00
