Checkpoint Name,Created On,Files,Lines,Statements,% Branches,% Comments,Functions,Avg Stmts/Function,Max Complexity,Max Depth,Avg Depth,Avg Complexity,Class Defs,Methods/Class,Avg Stmts/Method
zlib (C),44070.00,66.00,27215.00,13698.00,21.20,31.70,303.00,18.60,73.00,9.00,1.81,6.61,null,null,null
